permitnum,statuscurrent,applieddate,issueddate,completeddate,permittype,permittypemapped,permitclass,permitclassgroup,permitclassmapped,workclass,workclassgroup,workclassmapped,description,applicantname,contractorname,housingunits,estprojectcost,totalsqft,originaladdress,communitycode,communityname,latitude,longitude,locationcount,locationtypes,locationaddresses,locationswkt,locationsgeojson,point,:@computed_region_4b54_tmc4,:@computed_region_4a3i_ccfj,:@computed_region_kxmf_bzkv,:@computed_region_p8tp_5dkv,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2
BP2023-15885,Completed,2023-09-15T00:00:00.000,2023-10-14T00:00:00.000,2024-02-26T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,GARAGE,PORCH,",JAYMAN BUILT,JAYMAN BUILT,1,363543.04,2272,164 WOLF RIVER DR SE,WWO,WOLF WILLOW,50.876541607892186,-113.99963729507236,2,Titled Parcel;Building,164 WOLF RIVER DR SE;164 WOLF RIVER DR SE,"MULTIPOINT (-113.99963729507236 50.876541607892186,-113.99962321275834 50.87666095000836)","{""type"":""MultiPoint"",""coordinates"":[[-113.9996373,50.8765416],[-113.9996232,50.876661]]}","{'type': 'Point', 'coordinates': [-113.99963729507236, 50.876541607892186]}",6,3,227,13,237,14
BP2023-06338,Completed,2023-05-05T00:00:00.000,2023-05-09T00:00:00.000,2024-04-01T00:00:00.000,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,Demolition,Existing,,,APAAR HOMES,0,,,2110 7 ST NW,MOP,MOUNT PLEASANT,51.07087998160511,-114.07875202762305,2,Titled Parcel;Building,2110 7 ST NW;738 20 AV NW,"MULTIPOINT (-114.07875202762305 51.07087998160511,-114.0786170969634 51.07074158618063)","{""type"":""MultiPoint"",""coordinates"":[[-114.078752,51.07088],[-114.0786171,51.0707416]]}","{'type': 'Point', 'coordinates': [-114.07875202762305, 51.07087998160511]}",7,2,17,7,71,7
BP2023-17191,Completed,2023-10-05T00:00:00.000,2023-10-16T00:00:00.000,2024-04-01T00:00:00.000,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,Demolition,Existing,,WHISSELL CONTRACTING,WHISSELL CONTRACTING,0,,,2500 107 AV SE,SHI,SHEPARD INDUSTRIAL,50.95688911819863,-113.9999246893667,2,Titled Parcel;Building,2500 107 AV SE;2500 107 AV SE,"MULTIPOINT (-113.9999246893667 50.95688911819863,-114.00042949248346 50.957333639467066)","{""type"":""MultiPoint"",""coordinates"":[[-113.9999247,50.9568891],[-114.0004295,50.9573336]]}","{'type': 'Point', 'coordinates': [-113.9999246893667, 50.95688911819863]}",4,3,162,8,14,12
BP2024-16720,Completed,2024-08-12T00:00:00.000,2024-08-14T00:00:00.000,2024-09-18T00:00:00.000,Residential Improvement Project,Building,9999 - Unspecified,Unspecified,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,,,210R PANAMOUNT HL NW,PAN,PANORAMA HILLS,51.15779167020714,-114.07524227558736,3,Titled Parcel;Building;Building Suite,210 PANAMOUNT HL NW;210 PANAMOUNT HL NW;210R PANAMOUNT HL NW,"MULTIPOINT (-114.07524227558736 51.15779167020714,-114.07509119312213 51.15784832959678,-114.07500038975914 51.15790214541651)","{""type"":""MultiPoint"",""coordinates"":[[-114.0752423,51.1577917],[-114.0750912,51.1578483],[-114.0750004,51.1579021]]}","{'type': 'Point', 'coordinates': [-114.07524227558736, 51.15779167020714]}",11,2,235,12,219,3
BP2024-17880,Completed,2024-08-26T00:00:00.000,2024-11-13T00:00:00.000,2025-12-16T00:00:00.000,Residential Improvement Project,Building,1301 - Private Detached Garage,Garage,Residential,New,New,New,Garage,ARTREUM HOMES,ARTREUM HOMES,0,36840.08,,#1 1325A 20 AV NW,CAP,CAPITOL HILL,51.07041474996266,-114.09131745348186,2,Titled Parcel;Building,1325 20 AV NW;#1 1325A 20 AV NW,"MULTIPOINT (-114.09131745348186 51.07041474996266,-114.09127222254064 51.07033509163287)","{""type"":""MultiPoint"",""coordinates"":[[-114.0913175,51.0704147],[-114.0912722,51.0703351]]}","{'type': 'Point', 'coordinates': [-114.09131745348186, 51.07041474996266]}",7,2,63,7,81,7
BP2024-16724,Completed,2024-08-12T00:00:00.000,2024-08-20T00:00:00.000,2024-08-23T00:00:00.000,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,Demolition,Existing,,OPTIMA DEVELOPMENTS,CREATIVE SOLUTIONS CONTRACTING SERVICES,0,,,#B 3916 30 AV SW,GBK,GLENBROOK,51.02706421468766,-114.143429987451,5,Titled Parcel;Building;Building Suite;Entryway;Entryway,3916 30 AV SW;3916 30 AV SW;#B 3916 30 AV SW;3916A 30 AV SW;3916B 30 AV SW,"MULTIPOINT (-114.143429987451 51.02706421468766,-114.14363761307507 51.02713289320511,-114.14363761307507 51.02713289320511,-114.14363761307507 51.02713289320511,-114.14363761307507 51.02713289320511)","{""type"":""MultiPoint"",""coordinates"":[[-114.14343,51.0270642],[-114.1436376,51.0271329],[-114.1436376,51.0271329],[-114.1436376,51.0271329],[-114.1436376,51.0271329]]}","{'type': 'Point', 'coordinates': [-114.143429987451, 51.02706421468766]}",1,1,298,14,96,6
BP2022-14830,Completed,2022-08-29T00:00:00.000,2022-10-31T00:00:00.000,2024-08-27T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,FIREPLACE,GARAGE,DECK,PORCH,",,,1,,3866,335 LYNNVIEW RD SE,OGD,OGDEN,51.00136495908752,-114.02023462553264,2,Titled Parcel;Building,335 LYNNVIEW RD SE;335 LYNNVIEW RD SE,"MULTIPOINT (-114.02023462553264 51.00136495908752,-114.02042997173552 51.00146474783515)","{""type"":""MultiPoint"",""coordinates"":[[-114.0202346,51.001365],[-114.02043,51.0014647]]}","{'type': 'Point', 'coordinates': [-114.02023462553264, 51.00136495908752]}",10,3,28,11,248,9
BP2023-18434,Completed,2023-10-24T00:00:00.000,2023-11-24T00:00:00.000,2024-08-12T00:00:00.000,Residential Improvement Project,Building,9999 - Unspecified,Unspecified,Residential,Alteration,Improvement,Existing,Secondary Suite,,ABLE ELECTRICIAN AND GENERAL SERVICES,1,,,6820B RUNDLEHORN DR NE,PIN,PINERIDGE,51.078276521155274,-113.94074999715355,3,Titled Parcel;Building;Building Suite,6820 RUNDLEHORN DR NE;6820 RUNDLEHORN DR NE;6820B RUNDLEHORN DR NE,"MULTIPOINT (-113.94074999715355 51.078276521155274,-113.94055251894561 51.07824074984674,-113.94059961739973 51.078203880130516)","{""type"":""MultiPoint"",""coordinates"":[[-113.94075,51.0782765],[-113.9405525,51.0782407],[-113.9405996,51.0782039]]}","{'type': 'Point', 'coordinates': [-113.94074999715355, 51.078276521155274]}",9,4,36,3,66,10
BP2025-17812,Issued Permit,2025-09-11T00:00:00.000,2025-10-09T00:00:00.000,,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5 Unit Rowhouse - Building 27,HOMES BY AVI CALGARY LP,HOMES BY AVI CALGARY LP,5,919384.5,,20596 SHERIFF KING ST SW,BLM,BELMONT,50.867548249162425,-114.07058122348835,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,20612 SHERIFF KING ST SW;20608 SHERIFF KING ST SW;20596 SHERIFF KING ST SW;20604 SHERIFF KING ST SW;20600 SHERIFF KING ST SW,"MULTIPOINT (-114.07058122348835 50.867548249162425,-114.07058103501512 50.86760218932822,-114.07058050542535 50.86775951479675,-114.07058086816706 50.867651634476175,-114.07058068711214 50.867701079632305)","{""type"":""MultiPoint"",""coordinates"":[[-114.0705812,50.8675482],[-114.070581,50.8676022],[-114.0705805,50.8677595],[-114.0705809,50.8676516],[-114.0705807,50.8677011]]}","{'type': 'Point', 'coordinates': [-114.07058122348835, 50.867548249162425]}",6,3,113,6,18,13
BP2024-09743,Issued Permit,2024-05-22T00:00:00.000,2024-10-09T00:00:00.000,,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,3-unit townhouse with 3 secondary suites (Building B),FORMED ALLIANCE ARCHITECTURE STUDIO,EAGLE CREST CONSTRUCTION,3,823362.26,,#201B 3010 4 ST NW,MOP,MOUNT PLEASANT,51.07912377839774,-114.07135662916895,7,Titled Parcel;Building;Building;Building;Building Suite;Building Suite;Building Suite,3010 4 ST NW;#201 3010 4 ST NW;#203 3010 4 ST NW;#202 3010 4 ST NW;#202B 3010 4 ST NW;#201B 3010 4 ST NW;#203B 3010 4 ST NW,"MULTIPOINT (-114.07135662916895 51.07912377839774,-114.07134644545678 51.078997722310575,-114.0712008786556 51.07899709188043,-114.07127338926033 51.07899633751237,-114.07122187134664 51.07899697121731,-114.0712921848298 51.078996631701415,-114.07114870226809 51.07899642245033)","{""type"":""MultiPoint"",""coordinates"":[[-114.0713566,51.0791238],[-114.0713464,51.0789977],[-114.0712009,51.0789971],[-114.0712734,51.0789963],[-114.0712219,51.078997],[-114.0712922,51.0789966],[-114.0711487,51.0789964]]}","{'type': 'Point', 'coordinates': [-114.07135662916895, 51.07912377839774]}",7,2,17,7,71,7
BP2022-12931,Completed,2022-07-26T00:00:00.000,2022-08-26T00:00:00.000,2024-08-12T00:00:00.000,Commercial / Multi Family Project,Building,5299 - Medical Misc.,Institutional,Non-Residential,Alteration,Improvement,Existing,Interior alteration (Tran Dental).,DECCA DESIGN,,0,280000,,#101 4310 17 AV SE,FLN,FOREST LAWN,51.03801235598564,-113.97207791008105,3,Titled Parcel;Building;Building Suite,4310 17 AV SE;4310 17 AV SE;#101 4310 17 AV SE,"MULTIPOINT (-113.97207791008105 51.03801235598564,-113.9720774234515 51.03813403204853,-113.9721871862396 51.03808627773401)","{""type"":""MultiPoint"",""coordinates"":[[-113.9720779,51.0380124],[-113.9720774,51.038134],[-113.9721872,51.0380863]]}","{'type': 'Point', 'coordinates': [-113.97207791008105, 51.03801235598564]}",12,3,85,11,242,9
BP2024-03202,Completed,2024-02-26T00:00:00.000,2024-03-15T00:00:00.000,2024-07-23T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,BASEMENT MAKERS (THE),BASEMENT MAKERS (THE),1,76850.4,,265B CALHOUN CM NE,LIV,LIVINGSTON,51.18533856502639,-114.04860950491815,3,Titled Parcel;Building;Building Suite,265 CALHOUN CM NE;265 CALHOUN CM NE;265B CALHOUN CM NE,"MULTIPOINT (-114.04860950491815 51.18533856502639,-114.04873875455735 51.185323993189805,-114.0487431630336 51.18529957582683)","{""type"":""MultiPoint"",""coordinates"":[[-114.0486095,51.1853386],[-114.0487388,51.185324],[-114.0487432,51.1852996]]}","{'type': 'Point', 'coordinates': [-114.04860950491815, 51.18533856502639]}",11,4,246,12,212,3
BP2024-19438,Completed,2024-09-12T00:00:00.000,2024-10-06T00:00:00.000,2025-07-18T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,FIREPLACE,GARAGE,DECK,PORCH,",NUVISTA HOMES,NUVISTA HOMES,1,351318.89,1783,184 CREEKSTONE HL SW,PCK,PINE CREEK,50.8599971376163,-114.05259509463336,2,Titled Parcel;Building,184 CREEKSTONE HL SW;184 CREEKSTONE HL SW,"MULTIPOINT (-114.05259509463336 50.8599971376163,-114.0525163146476 50.85989289784918)","{""type"":""MultiPoint"",""coordinates"":[[-114.0525951,50.8599971],[-114.0525163,50.8598929]]}","{'type': 'Point', 'coordinates': [-114.05259509463336, 50.8599971376163]}",6,3,133,6,208,13
BP2024-12145,Completed,2024-06-18T00:00:00.000,2024-08-06T00:00:00.000,2024-11-20T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,GARAGE,PORCH,",MATTAMY HOMES CALGARY,MATTAMY HOMES CALGARY,1,387833.16,2435,202 CARRINGTON CI NW,CAR,CARRINGTON,51.18062333340669,-114.09341861744069,2,Titled Parcel;Building,202 CARRINGTON CI NW;202 CARRINGTON CI NW,"MULTIPOINT (-114.09341861744069 51.18062333340669,-114.09337745070997 51.18056467365645)","{""type"":""MultiPoint"",""coordinates"":[[-114.0934186,51.1806233],[-114.0933775,51.1805647]]}","{'type': 'Point', 'coordinates': [-114.09341861744069, 51.18062333340669]}",11,2,242,12,159,3
BP2024-17862,Completed,2024-08-26T00:00:00.000,2024-09-19T00:00:00.000,2025-04-30T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,BSMT-DEV,GARAGE,DECK,PORCH,",GENESIS BUILDERS GROUP,GENESIS BUILDERS GROUP,1,359416.26,1974,170 HOMESTEAD CR NE,HSD,HOMESTEAD,51.11753937530371,-113.9128960477026,2,Titled Parcel;Building,170 HOMESTEAD CR NE;170 HOMESTEAD CR NE,"MULTIPOINT (-113.9128960477026 51.11753937530371,-113.91307968401165 51.11753209549932)","{""type"":""MultiPoint"",""coordinates"":[[-113.912896,51.1175394],[-113.9130797,51.1175321]]}","{'type': 'Point', 'coordinates': [-113.9128960477026, 51.11753937530371]}",11,4,164,1,144,5
BP2023-18863,Completed,2023-10-31T00:00:00.000,2023-11-28T00:00:00.000,2024-06-18T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,DECK,PORCH,SSuite",HOMES BY AVI (CALGARY),HOMES BY AVI (CALGARY),1,173132.48,1541,129B BELMONT WY SW,BLM,BELMONT,50.8746553161214,-114.06979945504361,3,Titled Parcel;Building;Building Suite,129 BELMONT WY SW;129 BELMONT WY SW;129B BELMONT WY SW,"MULTIPOINT (-114.06979945504361 50.8746553161214,-114.0698238556233 50.87458212294715,-114.06978475347786 50.874582146330056)","{""type"":""MultiPoint"",""coordinates"":[[-114.0697995,50.8746553],[-114.0698239,50.8745821],[-114.0697848,50.8745821]]}","{'type': 'Point', 'coordinates': [-114.06979945504361, 50.8746553161214]}",6,3,113,6,18,13
BP2010-09330,Completed,2010-07-16T00:00:00.000,2010-08-20T00:00:00.000,2011-01-07T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,FIREPLACE,GARAGE,DECK,PORCH,",BAYWEST HOMES,BAYWEST HOMES,1,258385.05,2025,97 AUBURN GLEN DR SE,AUB,AUBURN BAY,50.8992109408817,-113.95710044437102,1,Titled Parcel,97 AUBURN GLEN DR SE,POINT (-113.95710044437102 50.8992109408817),"{""type"":""Point"",""coordinates"":[-113.9571004,50.8992109]}","{'type': 'Point', 'coordinates': [-113.95710044437102, 50.8992109408817]}",4,3,95,8,285,12
BP2020-18062,Expired,2020-12-10T00:00:00.000,2020-12-22T00:00:00.000,2024-06-18T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,PRIME DESIGN SOLUTIONS,,1,62877.6,,104R COUNTRY HILLS PA NW,COU,COUNTRY HILLS,51.1438390562209,-114.07310204249683,3,Titled Parcel;Building;Building Suite,104 COUNTRY HILLS PA NW;104 COUNTRY HILLS PA NW;104R COUNTRY HILLS PA NW,"MULTIPOINT (-114.07310204249683 51.1438390562209,-114.07289738920099 51.14382738062479,-114.07278144143676 51.14380683072928)","{""type"":""MultiPoint"",""coordinates"":[[-114.073102,51.1438391],[-114.0728974,51.1438274],[-114.0727814,51.1438068]]}","{'type': 'Point', 'coordinates': [-114.07310204249683, 51.1438390562209]}",2,2,172,12,152,3
BP2024-19390,Completed,2024-09-12T00:00:00.000,2024-10-18T00:00:00.000,2025-05-07T00:00:00.000,Residential Improvement Project,Building,1101 - Basement Development,Single Family,Residential,Alteration,Improvement,Existing,Basement Dev,,,0,38048.8,,238 MARQUIS PT SE,MAH,MAHOGANY,50.9018797609225,-113.92051188686884,2,Titled Parcel;Building,238 MARQUIS PT SE;238 MARQUIS PT SE,"MULTIPOINT (-113.92051188686884 50.9018797609225,-113.9204876320442 50.90172992678999)","{""type"":""MultiPoint"",""coordinates"":[[-113.9205119,50.9018798],[-113.9204876,50.9017299]]}","{'type': 'Point', 'coordinates': [-113.92051188686884, 50.9018797609225]}",4,3,116,8,209,12
BP2024-12132,Pre Board Phase,2024-06-18T00:00:00.000,2024-08-08T00:00:00.000,,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,FIREPLACE,GARAGE,DECK,PORCH,",MORRISON HOMES (CALGARY),MORRISON HOMES (CALGARY),1,347969.89,2101,241 LEGACY REACH CM SE,LEG,LEGACY,50.86142937072366,-114.0030251198453,1,Titled Parcel,241 LEGACY REACH CM SE,POINT (-114.0030251198453 50.86142937072366),"{""type"":""Point"",""coordinates"":[-114.0030251,50.8614294]}","{'type': 'Point', 'coordinates': [-114.0030251198453, 50.86142937072366]}",6,3,99,13,155,14
BP2024-16779,Completed,2024-08-12T00:00:00.000,2024-09-28T00:00:00.000,2025-02-12T00:00:00.000,Commercial / Multi Family Project,Building,5202 - Clinic,Institutional,Non-Residential,Alteration,Improvement,Existing,Interior,,,0,100000,,#210 185 SCENIC ACRES DR NW,SCE,SCENIC ACRES,51.11244760897372,-114.2124145418696,3,Titled Parcel;Building;Building Suite,185 SCENIC ACRES DR NW;185 SCENIC ACRES DR NW;#210 185 SCENIC ACRES DR NW,"MULTIPOINT (-114.2124145418696 51.11244760897372,-114.21173078744437 51.112081936763225,-114.21209738849598 51.112100303488425)","{""type"":""MultiPoint"",""coordinates"":[[-114.2124145,51.1124476],[-114.2117308,51.1120819],[-114.2120974,51.1121003]]}","{'type': 'Point', 'coordinates': [-114.2124145418696, 51.11244760897372]}",13,2,148,9,196,1
BP2025-11294,Pre Backfill Phase,2025-06-12T00:00:00.000,2025-07-29T00:00:00.000,,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,GARAGE,DECK,PORCH,",BEDROCK HOMES LIMITED,BEDROCK HOMES LIMITED,1,359435.75,2245,359 HEARTWOOD GD SE,RVW,RANGEVIEW,50.87671821007402,-113.92968273193735,1,Titled Parcel,359 HEARTWOOD GD SE,POINT (-113.92968273193735 50.87671821007402),"{""type"":""Point"",""coordinates"":[-113.9296827,50.8767182]}","{'type': 'Point', 'coordinates': [-113.92968273193735, 50.87671821007402]}",4,3,229,8,210,12
BP2024-12164,Completed,2024-06-18T00:00:00.000,2024-08-07T00:00:00.000,2025-02-03T00:00:00.000,Single Construction Permit,Building,1407 - Two Family Semi-Detached (1 Unit),Two Family,Residential,New,New,New,"SEMI-D,PORCH,",NUVISTA HOMES,NUVISTA HOMES,1,198289.64,1775,101 VERANDA BV SW,ALP,ALPINE PARK,50.91827074729444,-114.15707277057552,2,Titled Parcel;Building,101 VERANDA BV SW;101 VERANDA BV SW,"MULTIPOINT (-114.15707277057552 50.91827074729444,-114.1571839443441 50.91829630890989)","{""type"":""MultiPoint"",""coordinates"":[[-114.1570728,50.9182707],[-114.1571839,50.9182963]]}","{'type': 'Point', 'coordinates': [-114.15707277057552, 50.91827074729444]}",5,1,255,6,24,13
BP2024-19951,Completed,2024-09-19T00:00:00.000,2024-10-12T00:00:00.000,2025-03-25T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,GARAGE,DECK,PORCH,",GENESIS BUILDERS GROUP,GENESIS BUILDERS GROUP,1,347437.23,2149,184 LEWISTON DR NE,LEB,LEWISBURG,51.18631621530294,-114.04274928473762,2,Titled Parcel;Building,184 LEWISTON DR NE;184 LEWISTON DR NE,"MULTIPOINT (-114.04274928473762 51.18631621530294,-114.04264047757464 51.18641514865614)","{""type"":""MultiPoint"",""coordinates"":[[-114.0427493,51.1863162],[-114.0426405,51.1864151]]}","{'type': 'Point', 'coordinates': [-114.04274928473762, 51.18631621530294]}",11,4,250,12,6,3
BP2021-06981,Completed,2021-04-27T00:00:00.000,2021-04-27T00:00:00.000,2024-11-05T00:00:00.000,Residential Improvement Project,Building,1110 - Below Grade Suite,Secondary Suites,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,1,,5123B 26 AV NE,RUN,RUNDLE,51.07600738805957,-113.96004762831345,3,Titled Parcel;Building;Building Suite,5123 26 AV NE;5123 26 AV NE;5123B 26 AV NE,"MULTIPOINT (-113.96004762831345 51.07600738805957,-113.96004880189793 51.07590398011169,-113.9601105906081 51.0759054755191)","{""type"":""MultiPoint"",""coordinates"":[[-113.9600476,51.0760074],[-113.9600488,51.075904],[-113.9601106,51.0759055]]}","{'type': 'Point', 'coordinates': [-113.96004762831345, 51.07600738805957]}",9,4,34,3,64,10
BP2023-09795,Cancelled,2023-06-21T00:00:00.000,,2024-02-26T00:00:00.000,Residential Improvement Project,Building,9999 - Unspecified,Unspecified,Residential,Alteration,Improvement,Existing,Secondary Suite,,,1,,,718R PANATELLA BV NW,PAN,PANORAMA HILLS,51.1661936337484,-114.09860107730896,3,Titled Parcel;Building;Building Suite,718 PANATELLA BV NW;718 PANATELLA BV NW;718R PANATELLA BV NW,"MULTIPOINT (-114.09860107730896 51.1661936337484,-114.09844102122413 51.166138177173494,-114.09832671244855 51.1661131744857)","{""type"":""MultiPoint"",""coordinates"":[[-114.0986011,51.1661936],[-114.098441,51.1661382],[-114.0983267,51.1661132]]}","{'type': 'Point', 'coordinates': [-114.09860107730896, 51.1661936337484]}",11,2,235,12,219,3
BP2022-07534,Completed,2022-05-06T00:00:00.000,2022-10-03T00:00:00.000,2024-06-18T00:00:00.000,Single Construction Permit,Building,1106 - Single Family House,Single Family,Residential,New,New,New,"SFD,GARAGE,DECK,PORCH,",STEALTH HOMES,STEALTH HOMES,1,362939.55,2240,134 LEGACY GLEN WY SE,LEG,LEGACY,50.85488015639261,-114.00229763400247,2,Titled Parcel;Building,134 LEGACY GLEN WY SE;134 LEGACY GLEN WY SE,"MULTIPOINT (-114.00229763400247 50.85488015639261,-114.00246921825958 50.85491841444313)","{""type"":""MultiPoint"",""coordinates"":[[-114.0022976,50.8548802],[-114.0024692,50.8549184]]}","{'type': 'Point', 'coordinates': [-114.00229763400247, 50.85488015639261]}",6,3,99,13,155,14
BP2019-01730,Completed,2019-02-20T00:00:00.000,2019-02-20T00:00:00.000,2024-11-05T00:00:00.000,Residential Improvement Project,Building,1101 - Improvements (Single Family),Single Family,Residential,Alteration,Improvement,Existing,,WALLACE CONSTRUCTION,WALLACE CONSTRUCTION,0,1500,,239 SIERRA MORENA GR SW,SIG,SIGNAL HILL,51.0218864021146,-114.18717419222212,2,Titled Parcel;Building,239 SIERRA MORENA GR SW;239 SIERRA MORENA GR SW,"MULTIPOINT (-114.18717419222212 51.0218864021146,-114.18718743625816 51.02202150625741)","{""type"":""MultiPoint"",""coordinates"":[[-114.1871742,51.0218864],[-114.1871874,51.0220215]]}","{'type': 'Point', 'coordinates': [-114.18717419222212, 51.0218864021146]}",1,1,278,14,48,6
